freq,currency,nace_r2,geo\TIME_PERIOD	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,TOTAL,TR715	1146.72 	1160.23 	1135.78 	1166.48 	1648.54 
A,MIO_EUR,TOTAL,TR72	13182.74 	13575.64 	12890.66 	13666.15 	16630 
A,MIO_EUR,TOTAL,TR721	8349.42 	8718.6 	8329.55 	9095.2 	10874.92 
A,MIO_EUR,TOTAL,TR722	3097.75 	3140.2 	2903.44 	3018.2 	3737.4 
A,MIO_EUR,TOTAL,TR723	1735.57 	1716.83 	1657.67 	1552.74 	2017.69 
A,MIO_EUR,TOTAL,TR8	22078.01 	22514.73 	21176.26 	22161.1 	27567.32 
A,MIO_EUR,TOTAL,TR81	5824.59 	5355.39 	5062.03 	5930.3 	7417.73 
A,MIO_EUR,TOTAL,TR811	3350.64 	3092.85 	2998.56 	3563.75 	4800.11 
A,MIO_EUR,TOTAL,TR812	1543.76 	1354.68 	1217.79 	1453.52 	1569.83 
A,MIO_EUR,TOTAL,TR813	930.19 	907.86 	845.68 	913.03 	1047.79 
A,MIO_EUR,TOTAL,TR82	3910.66 	4164.23 	4004.58 	4162.43 	5060.62 
A,MIO_EUR,TOTAL,TR821	1984.8 	2092.69 	2023.43 	2146.38 	2504.59 
A,MIO_EUR,TOTAL,TR822	1008.35 	1093.37 	1081.44 	1167.02 	1415.64 
A,MIO_EUR,TOTAL,TR823	917.51 	978.18 	899.7 	849.03 	1140.39 
A,MIO_EUR,TOTAL,TR83	12342.77 	12995.11 	12109.65 	12068.37 	15088.97 
A,MIO_EUR,TOTAL,TR831	6211.71 	6623.13 	6171.53 	6353.42 	7995.47 
A,MIO_EUR,TOTAL,TR832	2180.76 	2300.5 	2148.59 	2055.05 	2411.78 
A,MIO_EUR,TOTAL,TR833	2317.58 	2368.15 	2240.74 	2170.55 	2741.48 
A,MIO_EUR,TOTAL,TR834	1632.71 	1703.33 	1548.79 	1489.34 	1940.24 
A,MIO_EUR,TOTAL,TR9	12413.45 	13399.52 	12175.73 	11871.66 	13595.04 
A,MIO_EUR,TOTAL,TR90	12413.45 	13399.52 	12175.73 	11871.66 	13595.04 
A,MIO_EUR,TOTAL,TR901	4057.86 	4258.38 	3801.65 	3716.81 	4298.55 
A,MIO_EUR,TOTAL,TR902	2946.44 	3260.35 	2949.27 	2776.86 	3297.27 
A,MIO_EUR,TOTAL,TR903	1746.52 	1989.06 	1834.86 	1781.71 	1979.37 
A,MIO_EUR,TOTAL,TR904	1892.64 	1993 	1796.95 	1723.27 	1925.34 
A,MIO_EUR,TOTAL,TR905	1102.26 	1232.09 	1157.23 	1289.18 	1424.84 
A,MIO_EUR,TOTAL,TR906	667.72 	666.64 	635.76 	583.84 	669.68 
A,MIO_EUR,TOTAL,TRA	8480.75 	8812.15 	8394.21 	8230.45 	9799.84 
A,MIO_EUR,TOTAL,TRA1	5011.75 	5190.15 	4904.56 	4918.83 	5710.29 
A,MIO_EUR,TOTAL,TRA11	3188.48 	3234.23 	2973.58 	2900.42 	3476.37 
A,MIO_EUR,TOTAL,TRA12	1459.73 	1569.51 	1579.07 	1690.72 	1807.84 
A,MIO_EUR,TOTAL,TRA13	363.53 	386.41 	351.91 	327.7 	426.08 
A,MIO_EUR,TOTAL,TRA2	3469 	3622 	3489.66 	3311.62 	4089.54 
A,MIO_EUR,TOTAL,TRA21	1188.94 	1260.66 	1213.83 	1162.37 	1471.68 
A,MIO_EUR,TOTAL,TRA22	1024.3 	1051.88 	1004.45 	929.08 	1116.02 
A,MIO_EUR,TOTAL,TRA23	785.71 	835.08 	818.64 	832.7 	959.96 
A,MIO_EUR,TOTAL,TRA24	470.05 	474.38 	452.74 	387.46 	541.88 
A,MIO_EUR,TOTAL,TRB	13607.07 	14363.9 	13656.22 	13586.52 	15826.64 
A,MIO_EUR,TOTAL,TRB1	7438.16 	7798.08 	7504.78 	7674.25 	8728.65 
A,MIO_EUR,TOTAL,TRB11	3263.84 	3431.72 	3224.86 	3357.96 	3900.05 
A,MIO_EUR,TOTAL,TRB12	2648.58 	2705.4 	2718.81 	2795.74 	3105.41 
A,MIO_EUR,TOTAL,TRB13	1010.08 	1080.2 	1011.36 	1010.95 	1142.82 
A,MIO_EUR,TOTAL,TRB14	515.66 	580.77 	549.76 	509.59 	580.36 
A,MIO_EUR,TOTAL,TRB2	6168.91 	6565.82 	6151.44 	5912.27 	7097.99 
A,MIO_EUR,TOTAL,TRB21	2811.9 	2954.9 	2744.29 	2662.01 	3166.79 
A,MIO_EUR,TOTAL,TRB22	1280.4 	1323.59 	1270.62 	1177.77 	1507.45 
A,MIO_EUR,TOTAL,TRB23	989.85 	1080.33 	1036.86 	1027.36 	1226.76 
A,MIO_EUR,TOTAL,TRB24	1086.76 	1206.99 	1099.67 	1045.14 	1196.99 
A,MIO_EUR,TOTAL,TRC	31133.29 	33109.05 	32193 	34499.54 	44243.32 
A,MIO_EUR,TOTAL,TRC1	12810.76 	13488.45 	13651.36 	15328.92 	19402.18 
A,MIO_EUR,TOTAL,TRC11	10329.94 	10876.22 	11170.49 	12716.97 	15926.07 
A,MIO_EUR,TOTAL,TRC12	1939.83 	2024.2 	1919.44 	1982.64 	2581.09 
A,MIO_EUR,TOTAL,TRC13	540.99 	588.03 	561.42 	629.32 	895.02 
A,MIO_EUR,TOTAL,TRC2	10225.08 	10914.66 	10295.29 	10439.23 	13764.56 
A,MIO_EUR,TOTAL,TRC21	4741.27 	5027.91 	5067.11 	5153.96 	7142.5 
A,MIO_EUR,TOTAL,TRC22	5483.81 	5886.75 	5228.18 	5285.28 	6622.06 
A,MIO_EUR,TOTAL,TRC3	8097.44 	8705.93 	8246.35 	8731.38 	11076.57 
A,MIO_EUR,TOTAL,TRC31	3257.6 	3415.46 	3322.02 	3632.4 	4592.85 
A,MIO_EUR,TOTAL,TRC32	1922.15 	2021.69 	1769.73 	1916.72 	2659.52 
A,MIO_EUR,TOTAL,TRC33	1883.88 	2019.54 	1959.46 	2062.82 	2471.85 
A,MIO_EUR,TOTAL,TRC34	1033.81 	1249.25 	1195.14 	1119.44 	1352.34 
